ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,PHONE,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE
10358,44,60.76,14,2673.44,Shipped,4,12,2004,Classic Cars,57,S24_1444,(91) 555 94 44,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
10371,25,97.27,12,2431.75,Shipped,1,1,2005,Classic Cars,57,S24_1444,4155551450,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small
10383,22,91.76,2,2018.72,Shipped,1,2,2005,Classic Cars,57,S24_1444,(91) 555 94 44,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
10394,31,50.29,2,1558.99,Shipped,1,3,2005,Classic Cars,57,S24_1444,(91) 555 94 44,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
10412,21,52.6,2,1104.6,Shipped,2,5,2005,Classic Cars,57,S24_1444,(91) 555 94 44,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
10425,55,46.82,1,2575.1,In Process,2,5,2005,Classic Cars,57,S24_1444,40.67.8555,Nantes,,44000,France,EMEA,Labrune,Janine,Small
10107,25,100,3,2845.75,Shipped,1,2,2003,Motorcycles,112,S24_1578,2125557818,NYC,NY,10022,USA,NA,Yu,Kwai,Small
10120,35,98.05,1,3431.75,Shipped,2,4,2003,Motorcycles,112,S24_1578,03 9520 4555,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium
10134,35,93.54,3,3273.9,Shipped,3,7,2003,Motorcycles,112,S24_1578,+33 1 46 62 7555,Paris,,75508,France,EMEA,Da Cunha,Daniel,Medium
10145,43,95.8,7,4119.4,Shipped,3,8,2003,Motorcycles,112,S24_1578,6265557265,Pasadena,CA,90003,USA,NA,Young,Julie,Medium
10159,44,100,15,5355.68,Shipped,4,10,2003,Motorcycles,112,S24_1578,6505551386,San Francisco,CA,,USA,NA,Brown,Julie,Medium
10168,50,100,2,5747.5,Shipped,4,10,2003,Motorcycles,112,S24_1578,6505556809,Burlingame,CA,94217,USA,NA,Hirano,Juri,Medium
10180,48,100,10,5355.36,Shipped,4,11,2003,Motorcycles,112,S24_1578,20.16.1555,Lille,,59000,France,EMEA,Rance,Martine,Medium
10188,25,100,2,2535.75,Shipped,4,11,2003,Motorcycles,112,S24_1578,+47 2267 3215,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel,Small
10201,39,100,3,4351.23,Shipped,4,12,2003,Motorcycles,112,S24_1578,6505555787,San Francisco,CA,,USA,NA,Murphy,Julie,Medium
10211,25,90.16,15,2254,Shipped,1,1,2004,Motorcycles,112,S24_1578,(1) 47.55.6555,Paris,,75016,France,EMEA,Perrier,Dominique,Small
10223,32,91.29,2,2921.28,Shipped,1,2,2004,Motorcycles,112,S24_1578,03 9520 4555,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Small
10237,20,100,8,2299,Shipped,2,4,2004,Motorcycles,112,S24_1578,2125551500,NYC,NY,10022,USA,NA,Frick,Michael,Small
10251,26,100,3,2637.18,Shipped,2,5,2004,Motorcycles,112,S24_1578,2015559350,Newark,NJ,94019,USA,NA,Brown,William,Small
10263,42,100,3,4307.52,Shipped,2,6,2004,Motorcycles,112,S24_1578,2035552570,Bridgewater,CT,97562,USA,NA,King,Julie,Medium
10275,21,100,2,2153.76,Shipped,3,7,2004,Motorcycles,112,S24_1578,40.67.8555,Nantes,,44000,France,EMEA,Labrune,Janine,Small
10285,34,100,7,3716.88,Shipped,3,8,2004,Motorcycles,112,S24_1578,6175558555,Cambridge,MA,51247,USA,NA,Hernandez,Marta,Medium
10299,47,100,10,5455.76,Shipped,3,9,2004,Motorcycles,112,S24_1578,90-224 8555,Helsinki,,21240,Finland,EMEA,Karttunen,Matti,Medium
10309,21,100,6,2650.62,Shipped,4,10,2004,Motorcycles,112,S24_1578,07-98 9555,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas,Small
10318,48,100,2,6437.28,Shipped,4,11,2004,Motorcycles,112,S24_1578,2155551555,Allentown,PA,70267,USA,NA,Yu,Kyung,Medium
10329,30,87.78,7,2633.4,Shipped,4,11,2004,Motorcycles,112,S24_1578,2125557818,NYC,NY,10022,USA,NA,Yu,Kwai,Small
10339,27,84.39,10,2278.53,Shipped,4,11,2004,Motorcycles,112,S24_1578,+81 3 3584 0555,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Small
10362,50,96.92,2,4846,Shipped,1,1,2005,Motorcycles,112,S24_1578,6505556809,Burlingame,CA,94217,USA,NA,Hirano,Juri,Medium
10374,38,100,6,4197.1,Shipped,1,2,2005,Motorcycles,112,S24_1578,61-7-3844-6555,South Brisbane,Queensland,4101,Australia,APAC,Calaghan,Tony,Medium
10389,45,100,1,4597.65,Shipped,1,3,2005,Motorcycles,112,S24_1578,0695-34 6555,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Medium
10403,46,100,8,5287.7,Shipped,2,4,2005,Motorcycles,112,S24_1578,(171) 555-2282,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth,Medium
10417,35,100,3,3550.05,Disputed,2,5,2005,Motorcycles,112,S24_1578,(91) 555 94 44,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10110,29,59.37,15,1721.73,Shipped,1,3,2003,Classic Cars,50,S24_1628,(171) 555-1555,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Small
10123,50,59.87,1,2993.5,Shipped,2,5,2003,Classic Cars,50,S24_1628,40.32.2555,Nantes,,44000,France,EMEA,Schmitt,Carine,Small
10137,26,49.81,1,1295.06,Shipped,3,7,2003,Classic Cars,50,S24_1628,26.47.1555,Reims,,51100,France,EMEA,Henriot,Paul,Small
10148,47,56.85,8,2671.95,Shipped,3,9,2003,Classic Cars,50,S24_1628,02 9936 8555,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small
10161,23,53.33,7,1226.59,Shipped,4,10,2003,Classic Cars,50,S24_1628,86 21 3555,Aaarhus,,8200,Denmark,EMEA,Ibsen,Palle,Small
10172,34,42.76,5,1453.84,Shipped,4,11,2003,Classic Cars,50,S24_1628,2035552570,Bridgewater,CT,97562,USA,NA,King,Julie,Small
10181,34,53.83,1,1830.22,Shipped,4,11,2003,Classic Cars,50,S24_1628,+47 2267 3215,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel,Small
10192,47,53.83,6,2530.01,Shipped,4,11,2003,Classic Cars,50,S24_1628,6035558647,Nashua,NH,62005,USA,NA,Young,Valarie,Small
10204,45,49.81,12,2241.45,Shipped,4,12,2003,Classic Cars,50,S24_1628,2125557413,NYC,NY,10022,USA,NA,Young,Jeff,Small
10212,45,53.33,5,2399.85,Shipped,1,1,2004,Classic Cars,50,S24_1628,(91) 555 94 44,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
10226,36,43.27,3,1557.72,Shipped,1,2,2004,Classic Cars,50,S24_1628,7605558146,San Diego,CA,91217,USA,NA,Thompson,Valarie,Small
10241,21,40.25,10,845.25,Shipped,2,4,2004,Classic Cars,50,S24_1628,88.60.1555,Strasbourg,,67000,France,EMEA,Citeaux,Frederique,Small
10266,28,48.3,1,1352.4,Shipped,3,7,2004,Classic Cars,50,S24_1628,0522-556555,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Small
10278,35,45.28,1,1584.8,Shipped,3,8,2004,Classic Cars,50,S24_1628,7025551838,Las Vegas,NV,83030,USA,NA,King,Sue,Small
10288,50,52.32,13,2616,Shipped,3,9,2004,Classic Cars,50,S24_1628,+65 224 1555,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Small
10301,22,51.32,3,1129.04,Shipped,4,10,2003,Classic Cars,50,S24_1628,+47 2212 1555,Oslo,,N 0106,Norway,EMEA,Klaeboe,Jan,Small
10311,45,49.3,8,2218.5,Shipped,4,10,2004,Classic Cars,50,S24_1628,(91) 555 94 44,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
10321,48,42.26,5,2028.48,Shipped,4,11,2004,Classic Cars,50,S24_1628,5085552555,New Bedford,MA,50553,USA,NA,Benitez,Violeta,Small
10332,20,87.96,5,1759.2,Shipped,4,11,2004,Classic Cars,50,S24_1628,(171) 555-1555,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Small
10343,27,36.21,6,977.67,Shipped,4,11,2004,Classic Cars,50,S24_1628,26.47.1555,Reims,,51100,France,EMEA,Henriot,Paul,Small
10367,38,38.5,11,1463,Resolved,1,1,2005,Classic Cars,50,S24_1628,6265557265,Pasadena,CA,90003,USA,NA,Young,Julie,Small
10379,32,100,3,3970.56,Shipped,1,2,2005,Classic Cars,50,S24_1628,(91) 555 94 44,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10407,64,40.25,10,2576,On Hold,2,4,2005,Classic Cars,50,S24_1628,4085553659,San Jose,CA,94217,USA,NA,Frick,Sue,Small
10420,37,60.37,13,2233.69,In Process,2,5,2005,Classic Cars,50,S24_1628,+61 2 9495 8555,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Small
10106,28,88.63,4,2481.64,Shipped,1,2,2003,Planes,109,S24_1785,035-640555,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Small
10120,39,100,10,4651.53,Shipped,2,4,2003,Planes,109,S24_1785,03 9520 4555,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium
10133,41,94.1,5,3858.1,Shipped,2,6,2003,Planes,109,S24_1785,(91) 555 94 44,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10145,40,87.54,16,3501.6,Shipped,3,8,2003,Planes,109,S24_1785,6265557265,Pasadena,CA,90003,USA,NA,Young,Julie,Medium
10168,49,100,11,6433.7,Shipped,4,10,2003,Planes,109,S24_1785,6505556809,Burlingame,CA,94217,USA,NA,Hirano,Juri,Medium
10210,27,98.48,9,2658.96,Shipped,1,1,2004,Planes,109,S24_1785,+81 06 6342 5555,Osaka,Osaka,530-0003,Japan,Japan,Kentary,Mory,Small
10223,34,100,11,3608.76,Shipped,1,2,2004,Planes,109,S24_1785,03 9520 4555,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium
10235,23,96.29,5,2214.67,Shipped,2,4,2004,Planes,109,S24_1785,(604) 555-4555,Tsawassen,BC,T2F 8M4,Canada,NA,Lincoln,Elizabeth,Small
10250,31,88.63,6,2747.53,Shipped,2,5,2004,Planes,109,S24_1785,4085553659,San Jose,CA,94217,USA,NA,Frick,Sue,Small
10262,34,97.38,1,3310.92,Cancelled,2,6,2004,Planes,109,S24_1785,(91) 555 94 44,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10275,25,95.2,11,2380,Shipped,3,7,2004,Planes,109,S24_1785,40.67.8555,Nantes,,44000,France,EMEA,Labrune,Janine,Small
10284,22,100,3,2310.88,Shipped,3,8,2004,Planes,109,S24_1785,+47 2212 1555,Oslo,,N 0106,Norway,EMEA,Klaeboe,Jan,Small
10297,32,100,6,4061.76,Shipped,3,9,2004,Planes,109,S24_1785,+353 1862 1555,Dublin,,2,Ireland,EMEA,Cassidy,Dean,Medium
10308,31,100,9,3493.7,Shipped,4,10,2004,Planes,109,S24_1785,9145554562,White Plains,NY,24067,USA,NA,Frick,Steve,Medium
10316,25,100,1,2872.25,Shipped,4,11,2004,Planes,109,S24_1785,(198) 555-8888,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA,Bennett,Helen,Small
10328,47,87.54,14,4114.38,Shipped,4,11,2004,Planes,109,S24_1785,035-640555,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Medium
10339,21,50.65,7,1063.65,Shipped,4,11,2004,Planes,109,S24_1785,+81 3 3584 0555,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Small
10353,28,71.73,2,2008.44,Shipped,4,12,2004,Planes,109,S24_1785,2035554407,Glendale,CT,97561,USA,NA,Lewis,Dan,Small
10374,46,94.1,3,4328.6,Shipped,1,2,2005,Planes,109,S24_1785,61-7-3844-6555,South Brisbane,Queensland,4101,Australia,APAC,Calaghan,Tony,Medium
10386,33,41.71,11,1376.43,Resolved,1,3,2005,Planes,109,S24_1785,(91) 555 94 44,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
10398,43,100,16,5552.16,Shipped,1,3,2005,Planes,109,S24_1785,26.47.1555,Reims,,51100,France,EMEA,Henriot,Paul,Medium
10401,38,96.29,5,3659.02,On Hold,2,4,2005,Planes,109,S24_1785,2015559350,Newark,NJ,94019,USA,NA,Brown,William,Medium
10416,47,88.63,6,4165.61,Shipped,2,5,2005,Planes,109,S24_1785,0522-556555,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Medium
10101,45,31.2,3,1404,Shipped,1,1,2003,Vintage Cars,33,S24_1937,+49 69 66 90 2555,Frankfurt,,60528,Germany,EMEA,Keitel,Roland,Small
10110,20,35.51,3,710.2,Shipped,1,3,2003,Vintage Cars,33,S24_1937,(171) 555-1555,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Small
10124,45,37.84,2,1702.8,Shipped,2,5,2003,Vintage Cars,33,S24_1937,7025551838,Las Vegas,NV,83030,USA,NA,King,Sue,Small
10149,36,33.19,7,1194.84,Shipped,3,9,2003,Vintage Cars,33,S24_1937,4155554312,Brisbane,CA,94217,USA,NA,Taylor,Sue,Small
10162,37,27.22,5,1007.14,Shipped,4,10,2003,Vintage Cars,33,S24_1937,6505551386,San Francisco,CA,,USA,NA,Brown,Julie,Small
10173,31,31.53,9,977.43,Shipped,4,11,2003,Vintage Cars,33,S24_1937,035-640555,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Small
10182,39,36.84,6,1436.76,Shipped,4,11,2003,Vintage Cars,33,S24_1937,4155551450,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small
10193,26,29.21,10,759.46,Shipped,4,11,2003,Vintage Cars,33,S24_1937,61-9-3844-6555,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,Small
10205,32,37.17,5,1189.44,Shipped,4,12,2003,Vintage Cars,33,S24_1937,(91) 555 94 44,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
10214,20,34.19,3,683.8,Shipped,1,1,2004,Vintage Cars,33,S24_1937,(91) 555 22 82,Madrid,,28023,Spain,EMEA,Sommer,Mart¡n,Small
10227,42,29.21,6,1226.82,Shipped,1,3,2004,Vintage Cars,33,S24_1937,78.32.5555,Lyon,,69004,France,EMEA,Saveley,Mary,Small
10243,33,29.54,1,974.82,Shipped,2,4,2004,Vintage Cars,33,S24_1937,6175552555,Boston,MA,51003,USA,NA,Franco,Valarie,Small
10280,20,28.88,12,577.6,Shipped,3,8,2004,Vintage Cars,33,S24_1937,011-4988555,Torino,,10100,Italy,EMEA,Accorti,Paolo,Small
10288,29,38.17,1,1106.93,Shipped,3,9,2004,Vintage Cars,33,S24_1937,+65 224 1555,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Small
10304,23,30.2,16,694.6,Shipped,4,10,2004,Vintage Cars,33,S24_1937,30.59.8555,Versailles,,78000,France,EMEA,Tonini,Daniel,Small
10312,39,29.54,13,1152.06,Shipped,4,10,2004,Vintage Cars,33,S24_1937,4155551450,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small
10322,20,100,3,2624,Shipped,4,11,2004,Vintage Cars,33,S24_1937,6035558647,Nashua,NH,62005,USA,NA,Young,Valarie,Small
10332,45,81.91,6,3685.95,Shipped,4,11,2004,Vintage Cars,33,S24_1937,(171) 555-1555,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Medium
10344,20,35.18,6,703.6,Shipped,4,11,2004,Vintage Cars,33,S24_1937,91.24.4555,Marseille,,13008,France,EMEA,Lebihan,Laurence,Small
10356,48,100,5,9720,Shipped,4,12,2004,Vintage Cars,33,S24_1937,+33 1 46 62 7555,Paris,,75508,France,EMEA,Da Cunha,Daniel,Large
10367,23,36.29,13,834.67,Resolved,1,1,2005,Vintage Cars,33,S24_1937,6265557265,Pasadena,CA,90003,USA,NA,Young,Julie,Small
10380,32,70.56,4,2257.92,Shipped,1,2,2005,Vintage Cars,33,S24_1937,(91) 555 94 44,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
10391,33,100,8,8344.71,Shipped,1,3,2005,Vintage Cars,33,S24_1937,02 9936 8555,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Large
10409,61,29.54,1,1801.94,Shipped,2,4,2005,Vintage Cars,33,S24_1937,+65 224 1555,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Small
10420,45,26.88,1,1209.6,In Process,2,5,2005,Vintage Cars,33,S24_1937,+61 2 9495 8555,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Small
10107,38,83.03,7,3155.14,Shipped,1,2,2003,Motorcycles,76,S24_2000,2125557818,NYC,NY,10022,USA,NA,Yu,Kwai,Medium
10120,34,83.79,5,2848.86,Shipped,2,4,2003,Motorcycles,76,S24_2000,03 9520 4555,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Small
10134,43,83.03,7,3570.29,Shipped,3,7,2003,Motorcycles,76,S24_2000,+33 1 46 62 7555,Paris,,75508,France,EMEA,Da Cunha,Daniel,Medium
10145,47,83.03,11,3902.41,Shipped,3,8,2003,Motorcycles,76,S24_2000,6265557265,Pasadena,CA,90003,USA,NA,Young,Julie,Medium
10158,22,67.03,1,1474.66,Shipped,4,10,2003,Motorcycles,76,S24_2000,07-98 9555,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas,Small
10168,29,75.41,6,2186.89,Shipped,4,10,2003,Motorcycles,76,S24_2000,6505556809,Burlingame,CA,94217,USA,NA,Hirano,Juri,Small
10180,28,68.55,14,1919.4,Shipped,4,11,2003,Motorcycles,76,S24_2000,20.16.1555,Lille,,59000,France,EMEA,Rance,Martine,Small
10188,40,91.4,6,3656,Shipped,4,11,2003,Motorcycles,76,S24_2000,+47 2267 3215,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel,Medium
10201,25,73.88,7,1847,Shipped,4,12,2003,Motorcycles,76,S24_2000,6505555787,San Francisco,CA,,USA,NA,Murphy,Julie,Small
10210,30,61.7,4,1851,Shipped,1,1,2004,Motorcycles,76,S24_2000,+81 06 6342 5555,Osaka,Osaka,530-0003,Japan,Japan,Kentary,Mory,Small
10223,38,69.31,6,2633.78,Shipped,1,2,2004,Motorcycles,76,S24_2000,03 9520 4555,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Small
10236,36,87.6,3,3153.6,Shipped,2,4,2004,Motorcycles,76,S24_2000,2155559857,Philadelphia,PA,71270,USA,NA,Hernandez,Rosa,Medium
10250,32,87.6,1,2803.2,Shipped,2,5,2004,Motorcycles,76,S24_2000,4085553659,San Jose,CA,94217,USA,NA,Frick,Sue,Small
10263,37,62.46,7,2311.02,Shipped,2,6,2004,Motorcycles,76,S24_2000,2035552570,Bridgewater,CT,97562,USA,NA,King,Julie,Small
10275,30,79.98,6,2399.4,Shipped,3,7,2004,Motorcycles,76,S24_2000,40.67.8555,Nantes,,44000,France,EMEA,Labrune,Janine,Small
10285,39,70.08,11,2733.12,Shipped,3,8,2004,Motorcycles,76,S24_2000,6175558555,Cambridge,MA,51247,USA,NA,Hernandez,Marta,Small
10297,32,65.51,1,2096.32,Shipped,3,9,2004,Motorcycles,76,S24_2000,+353 1862 1555,Dublin,,2,Ireland,EMEA,Cassidy,Dean,Small
10308,47,63.22,4,2971.34,Shipped,4,10,2004,Motorcycles,76,S24_2000,9145554562,White Plains,NY,24067,USA,NA,Frick,Steve,Small
10318,26,86.83,6,2257.58,Shipped,4,11,2004,Motorcycles,76,S24_2000,2155551555,Allentown,PA,70267,USA,NA,Yu,Kyung,Small
10329,37,94.43,4,3493.91,Shipped,4,11,2004,Motorcycles,76,S24_2000,2125557818,NYC,NY,10022,USA,NA,Yu,Kwai,Medium
10340,55,79.98,8,4398.9,Shipped,4,11,2004,Motorcycles,76,S24_2000,(93) 203 4555,Barcelona,,8022,Spain,EMEA,Saavedra,Eduardo,Medium
10363,21,100,8,3595.62,Shipped,1,1,2005,Motorcycles,76,S24_2000,+358 9 8045 555,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,Medium
10375,23,100,9,2443.29,Shipped,1,2,2005,Motorcycles,76,S24_2000,40.67.8555,Nantes,,44000,France,EMEA,Labrune,Janine,Small
10389,49,81.4,2,3988.6,Shipped,1,3,2005,Motorcycles,76,S24_2000,0695-34 6555,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Medium
10402,59,87.6,3,5168.4,Shipped,2,4,2005,Motorcycles,76,S24_2000,(1) 47.55.6555,Paris,,75016,France,EMEA,Perrier,Dominique,Medium
10416,32,87.6,1,2803.2,Shipped,2,5,2005,Motorcycles,76,S24_2000,0522-556555,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Small
10105,43,100,9,6341.21,Shipped,1,2,2003,Ships,122,S24_2011,31 12 3555,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,Medium
10117,41,100,3,5189.78,Shipped,2,4,2003,Ships,122,S24_2011,+65 221 7555,Singapore,,79903,Singapore,Japan,Natividad,Eric,Medium
10129,45,100,9,6027.75,Shipped,2,6,2003,Ships,122,S24_2011,(171) 555-0297,London,,WX3 6FW,UK,EMEA,Brown,Ann,Medium
10142,33,100,6,3366,Shipped,3,8,2003,Ships,122,S24_2011,4155551450,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium
10153,40,100,5,5456.4,Shipped,3,9,2003,Ships,122,S24_2011,(91) 555 94 44,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10167,33,100,16,3812.16,Cancelled,4,10,2003,Ships,122,S24_2011,0695-34 6555,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Medium
10177,50,100,7,6083,Shipped,4,11,2003,Ships,122,S24_2011,+34 913 728 555,Madrid,,28023,Spain,EMEA,Fernandez,Jesus,Medium
10185,30,100,7,3170.7,Shipped,4,11,2003,Ships,122,S24_2011,5085559555,New Bedford,MA,50553,USA,NA,Tam,Wing C,Medium
10197,41,100,13,4534.6,Shipped,4,11,2003,Ships,122,S24_2011,(93) 203 4555,Barcelona,,8022,Spain,EMEA,Saavedra,Eduardo,Medium
10208,35,100,7,4301.15,Shipped,1,1,2004,Ships,122,S24_2011,78.32.5555,Lyon,,69004,France,EMEA,Saveley,Mary,Medium
10221,49,100,1,6804.63,Shipped,1,2,2004,Ships,122,S24_2011,(02) 5554 67,Bruxelles,,B-1180,Belgium,EMEA,Dewey,Catherine,Medium
10232,46,100,4,5652.94,Shipped,1,3,2004,Ships,122,S24_2011,(198) 555-8888,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA,Bennett,Helen,Medium
10248,48,100,10,6960.48,Cancelled,2,5,2004,Ships,122,S24_2011,2125557818,NYC,NY,10022,USA,NA,Yu,Kwai,Medium
10261,36,100,8,4512.6,Shipped,2,6,2004,Ships,122,S24_2011,(514) 555-8054,Montreal,Quebec,H1J 1C3,Canada,NA,Fresnisre,Jean,Medium
10273,22,100,11,2784.76,Shipped,3,7,2004,Ships,122,S24_2011,(02) 5554 67,Bruxelles,,B-1180,Belgium,EMEA,Dewey,Catherine,Small
10283,42,100,13,5316.36,Shipped,3,8,2004,Ships,122,S24_2011,(604) 555-4555,Tsawassen,BC,T2F 8M4,Canada,NA,Lincoln,Elizabeth,Medium
10293,21,100,2,2941.89,Shipped,3,9,2004,Ships,122,S24_2011,011-4988555,Torino,,10100,Italy,EMEA,Accorti,Paolo,Small
10306,29,100,7,3207.4,Shipped,4,10,2004,Ships,122,S24_2011,(171) 555-1555,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Medium
10315,35,100,6,4215.05,Shipped,4,10,2004,Ships,122,S24_2011,40.67.8555,Nantes,,44000,France,EMEA,Labrune,Janine,Medium
10326,41,100,4,4333.29,Shipped,4,11,2004,Ships,122,S24_2011,0921-12 3555,Lule,,S-958 22,Sweden,EMEA,Berglund,Christina,Medium
10337,29,71.97,4,2087.13,Shipped,4,11,2004,Ships,122,S24_2011,2125558493,NYC,NY,10022,USA,NA,Hernandez,Maria,Small
10350,34,50.33,7,1711.22,Shipped,4,12,2004,Ships,122,S24_2011,(91) 555 94 44,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
10372,37,100,8,3910.53,Shipped,1,1,2005,Ships,122,S24_2011,+81 3 3584 0555,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Medium
10384,28,80.54,3,2255.12,Shipped,1,2,2005,Ships,122,S24_2011,6505551386,San Francisco,CA,,USA,NA,Brown,Julie,Small
10396,49,100,6,5720.75,Shipped,1,3,2005,Ships,122,S24_2011,4155551450,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium
10414,23,100,10,3335.23,On Hold,2,5,2005,Ships,122,S24_2011,6175559555,Boston,MA,51003,USA,NA,Yoshido,Juri,Medium
10101,46,53.76,2,2472.96,Shipped,1,1,2003,Vintage Cars,44,S24_2022,+49 69 66 90 2555,Frankfurt,,60528,Germany,EMEA,Keitel,Roland,Small
10110,39,44.35,2,1729.65,Shipped,1,3,2003,Vintage Cars,44,S24_2022,(171) 555-1555,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Small
10124,22,45.25,1,995.5,Shipped,2,5,2003,Vintage Cars,44,S24_2022,7025551838,Las Vegas,NV,83030,USA,NA,King,Sue,Small
10149,49,49.28,6,2414.72,Shipped,3,9,2003,Vintage Cars,44,S24_2022,4155554312,Brisbane,CA,94217,USA,NA,Taylor,Sue,Small
10162,43,36.29,4,1560.47,Shipped,4,10,2003,Vintage Cars,44,S24_2022,6505551386,San Francisco,CA,,USA,NA,Brown,Julie,Small
10173,27,41.22,8,1112.94,Shipped,4,11,2003,Vintage Cars,44,S24_2022,035-640555,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Small
10182,31,36.74,5,1138.94,Shipped,4,11,2003,Vintage Cars,44,S24_2022,4155551450,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small
10193,20,50.62,9,1012.4,Shipped,4,11,2003,Vintage Cars,44,S24_2022,61-9-3844-6555,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,Small
10205,24,38.08,4,913.92,Shipped,4,12,2003,Vintage Cars,44,S24_2022,(91) 555 94 44,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
10214,49,47.94,2,2349.06,Shipped,1,1,2004,Vintage Cars,44,S24_2022,(91) 555 22 82,Madrid,,28023,Spain,EMEA,Sommer,Mart¡n,Small
10227,24,48.38,5,1161.12,Shipped,1,3,2004,Vintage Cars,44,S24_2022,78.32.5555,Lyon,,69004,France,EMEA,Saveley,Mary,Small
10244,39,45.25,9,1764.75,Shipped,2,4,2004,Vintage Cars,44,S24_2022,(91) 555 94 44,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
10255,37,45.7,2,1690.9,Shipped,2,6,2004,Vintage Cars,44,S24_2022,88.60.1555,Strasbourg,,67000,France,EMEA,Citeaux,Frederique,Small
10280,45,47.49,11,2137.05,Shipped,3,8,2004,Vintage Cars,44,S24_2022,011-4988555,Torino,,10100,Italy,EMEA,Accorti,Paolo,Small
10289,45,48.38,4,2177.1,Shipped,3,9,2004,Vintage Cars,44,S24_2022,+47 2267 3215,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel,Small
